"","GSPC.Open","GSPC.High","GSPC.Low","GSPC.Close","GSPC.Volume","GSPC.Adjusted"
"495",4074.98999023438,4131.580078125,4074.98999023438,4112.5,4779540000,4112.5
"496",4129.580078125,4183.1298828125,4129.580078125,4173.85009765625,4008880000,4173.85009765625
"497",4169.919921875,4171.919921875,4142.68994140625,4163.2900390625,4125050000,4163.2900390625
"498",4165.93994140625,4169.14990234375,4125.990234375,4127.830078125,4398150000,4127.830078125
"499",4098.4501953125,4116.93017578125,4061.40991210938,4115.68017578125,4247450000,4115.68017578125
"500",4121.97021484375,4172.7998046875,4121.97021484375,4159.1201171875,3978880000,4159.1201171875
"501",4168.60986328125,4188.72021484375,4151.72021484375,4155.85986328125,3995250000,4155.85986328125
"502",4170.16015625,4209.52001953125,4170.16015625,4197.0498046875,3684800000,4197.0498046875
"503",4205.93994140625,4213.419921875,4182.52001953125,4188.1298828125,4182250000,4188.1298828125
"504",4191.58984375,4202.60986328125,4184.10986328125,4195.990234375,4420890000,4195.990234375
"505",4201.93994140625,4213.3798828125,4197.77978515625,4200.8798828125,6406310000,4200.8798828125
"506",4210.77001953125,4218.35986328125,4203.56982421875,4204.10986328125,4649250000,4204.10986328125
"507",4216.52001953125,4234.1201171875,4197.58984375,4202.0400390625,5074670000,4202.0400390625
"508",4206.81982421875,4217.3701171875,4198.27001953125,4208.1201171875,5833670000,4208.1201171875
"509",4191.43017578125,4204.39013671875,4167.93017578125,4192.85009765625,5587970000,4192.85009765625
"510",4206.0498046875,4233.4501953125,4206.0498046875,4229.89013671875,4139790000,4229.89013671875
"511",4229.33984375,4232.33984375,4215.66015625,4226.52001953125,4476920000,4226.52001953125
"512",4233.81005859375,4236.740234375,4208.41015625,4227.259765625,4659620000,4227.259765625
"513",4232.990234375,4237.08984375,4218.740234375,4219.5498046875,4713260000,4219.5498046875
"514",4228.56005859375,4249.740234375,4220.33984375,4239.18017578125,4408210000,4239.18017578125
"515",4242.89990234375,4248.3798828125,4232.25,4247.43994140625,3815010000,4247.43994140625
"516",4248.31005859375,4255.58984375,4234.06982421875,4255.14990234375,4151200000,4255.14990234375
"517",4255.27978515625,4257.16015625,4238.35009765625,4246.58984375,4048940000,4246.58984375
"518",4248.8701171875,4251.89013671875,4202.4501953125,4223.7001953125,4538350000,4223.7001953125
"519",4220.3701171875,4232.2900390625,4196.0498046875,4221.85986328125,5312680000,4221.85986328125
"520",4204.77978515625,4204.77978515625,4164.39990234375,4166.4501953125,6817010000,4166.4501953125
"521",4173.39990234375,4226.240234375,4173.39990234375,4224.7900390625,4128950000,4224.7900390625
"522",4224.60986328125,4255.83984375,4217.27001953125,4246.43994140625,3828390000,4246.43994140625
"523",4249.27001953125,4256.60009765625,4241.43017578125,4241.83984375,3730350000,4241.83984375
"524",4256.97021484375,4271.27978515625,4256.97021484375,4266.490234375,3816660000,4266.490234375
"525",4274.4501953125,4286.1201171875,4271.16015625,4280.7001953125,7341450000,4280.7001953125
"526",4284.89990234375,4292.14013671875,4274.669921875,4290.60986328125,4147890000,4290.60986328125
"527",4293.2099609375,4300.52001953125,4287.0400390625,4291.7998046875,3707150000,4291.7998046875
"528",4290.64990234375,4302.43017578125,4287.9599609375,4297.5,4266040000,4297.5
"529",4300.72998046875,4320.66015625,4300.72998046875,4319.93994140625,3788230000,4319.93994140625
"530",4326.60009765625,4355.43017578125,4326.60009765625,4352.33984375,3225840000,4352.33984375
"531",4356.4599609375,4356.4599609375,4314.3701171875,4343.5400390625,4309570000,4343.5400390625
"532",4351.009765625,4361.8798828125,4329.7900390625,4358.1298828125,4037380000,4358.1298828125
"533",4321.06982421875,4330.8798828125,4289.3701171875,4320.81982421875,4347500000,4320.81982421875
"534",4329.3798828125,4371.60009765625,4329.3798828125,4369.5498046875,3531120000,4369.5498046875
"535",4372.41015625,4386.68017578125,4364.02978515625,4384.6298828125,3384460000,4384.6298828125
"536",4381.06982421875,4392.3701171875,4366.919921875,4369.2099609375,3695430000,4369.2099609375
"537",4380.10986328125,4393.68017578125,4362.35986328125,4374.2998046875,4006370000,4374.2998046875
"538",4369.02001953125,4369.02001953125,4340.7001953125,4360.02978515625,3905230000,4360.02978515625
"539",4367.43017578125,4375.08984375,4322.52978515625,4327.16015625,3985700000,4327.16015625
"540",4296.39990234375,4296.39990234375,4233.1298828125,4258.490234375,5157660000,4258.490234375
"541",4265.10986328125,4336.83984375,4262.0498046875,4323.06005859375,4438270000,4323.06005859375
"542",4331.1298828125,4359.7001953125,4331.1298828125,4358.68994140625,3810280000,4358.68994140625
"543",4361.27001953125,4369.8701171875,4350.06005859375,4367.47998046875,3358300000,4367.47998046875
"544",4381.2001953125,4415.18017578125,4381.2001953125,4411.7900390625,4540070000,4411.7900390625
"545",4409.580078125,4422.72998046875,4405.4501953125,4422.2998046875,4275630000,4422.2998046875
"546",4416.3798828125,4416.3798828125,4372.509765625,4401.4599609375,4241950000,4401.4599609375
"547",4402.9501953125,4415.47021484375,4387.009765625,4400.64013671875,4215290000,4400.64013671875
"548",4403.58984375,4429.97021484375,4403.58984375,4419.14990234375,4044600000,4419.14990234375
"549",4395.1201171875,4412.25,4389.64990234375,4395.259765625,3956740000,4395.259765625
"550",4406.85986328125,4422.18017578125,4384.81005859375,4387.16015625,3724090000,4387.16015625
"551",4392.740234375,4423.7900390625,4373,4423.14990234375,3965190000,4423.14990234375
"552",4415.9501953125,4416.169921875,4400.22998046875,4402.66015625,4260760000,4402.66015625
"553",4408.85986328125,4429.759765625,4408.85986328125,4429.10009765625,3769410000,4429.10009765625
"554",4429.06982421875,4440.81982421875,4429.06982421875,4436.52001953125,3451870000,4436.52001953125
"555",4437.77001953125,4439.39013671875,4424.740234375,4432.35009765625,3449280000,4432.35009765625
"556",4435.7900390625,4445.2099609375,4430.02978515625,4436.75,3886610000,4436.75
"557",4442.18017578125,4449.43994140625,4436.419921875,4442.41015625,3532560000,4442.41015625
"558",4446.080078125,4461.77001953125,4435.9599609375,4460.830078125,3375310000,4460.830078125
"559",4464.83984375,4468.3701171875,4460.81982421875,4468,3016470000,4468
"560",4461.64990234375,4480.259765625,4437.66015625,4479.7099609375,3370640000,4479.7099609375
"561",4462.1201171875,4462.1201171875,4417.830078125,4448.080078125,3836960000,4448.080078125
"562",4440.93994140625,4454.31982421875,4397.58984375,4400.27001953125,3755590000,4400.27001953125
"563",4382.43994140625,4418.60986328125,4367.72998046875,4405.7998046875,4398410000,4405.7998046875
"564",4410.56005859375,4444.35009765625,4406.7998046875,4441.669921875,3652610000,4441.669921875
"565",4450.2900390625,4489.8798828125,4450.2900390625,4479.52978515625,3576530000,4479.52978515625
"566",4484.39990234375,4492.81005859375,4482.27978515625,4486.22998046875,3979220000,4486.22998046875
"567",4490.4501953125,4501.7099609375,4485.66015625,4496.18994140625,3444700000,4496.18994140625
"568",4493.75,4495.89990234375,4468.990234375,4470,3263980000,4470
"569",4474.10009765625,4513.330078125,4474.10009765625,4509.3701171875,3331200000,4509.3701171875
"570",4513.759765625,4537.35986328125,4513.759765625,4528.7900390625,3168660000,4528.7900390625
"571",4529.75,4531.39013671875,4515.7998046875,4522.68017578125,4290710000,4522.68017578125
"572",4528.7998046875,4537.10986328125,4522.02001953125,4524.08984375,4057340000,4524.08984375
"573",4534.47998046875,4545.85009765625,4524.66015625,4536.9501953125,3735990000,4536.9501953125
"574",4532.419921875,4541.4501953125,4521.2998046875,4535.43017578125,3217530000,4535.43017578125
"575",4535.3798828125,4535.3798828125,4513,4520.02978515625,3822960000,4520.02978515625
"576",4518.08984375,4521.7900390625,4493.9501953125,4514.06982421875,3750880000,4514.06982421875
